Affixed_Word,Root_Word,Affix_Category,Affix_Pattern,Meaning_EN
semakan,semak,Suffix,-an,Synthetic meaning for semak
tenyangan,tenyang,Suffix,-an,Synthetic meaning for tenyang
mureen,mure,Suffix,-en,Synthetic meaning for mure
lengai,lenga,Suffix,-i,Synthetic meaning for lenga
gelenan,gelen,Suffix,-an,Synthetic meaning for gelen
belaien,belai,Suffix,-en,Synthetic meaning for belai
ulowen,ulow,Suffix,-en,Synthetic meaning for ulow
lupakke,lupak,Suffix,-ke,Synthetic meaning for lupak
lumangke,lumang,Suffix,-ke,Synthetic meaning for lumang
surenen,suren,Suffix,-en,Synthetic meaning for suren
sarenen,saren,Suffix,-en,Synthetic meaning for saren
rawai,rawa,Suffix,-i,Synthetic meaning for rawa
surenan,suren,Suffix,-an,Synthetic meaning for suren
lupakan,lupak,Suffix,-an,Synthetic meaning for lupak
belaian,belai,Suffix,-an,Synthetic meaning for belai
tandoi,tando,Suffix,-i,Synthetic meaning for tando
padei,pade,Suffix,-i,Synthetic meaning for pade
lumangi,lumang,Suffix,-i,Synthetic meaning for lumang
bulenen,bulen,Suffix,-en,Synthetic meaning for bulen
tulani,tulan,Suffix,-i,Synthetic meaning for tulan
gurenke,guren,Suffix,-ke,Synthetic meaning for guren
dikeen,dike,Suffix,-en,Synthetic meaning for dike
serekke,serek,Suffix,-ke,Synthetic meaning for serek
bentoi,bento,Suffix,-i,Synthetic meaning for bento
dulenke,dulen,Suffix,-ke,Synthetic meaning for dulen
tenyangen,tenyang,Suffix,-en,Synthetic meaning for tenyang
bajikke,bajik,Suffix,-ke,Synthetic meaning for bajik
sureni,suren,Suffix,-i,Synthetic meaning for suren
duleni,dulen,Suffix,-i,Synthetic meaning for dulen
dikeen,dike,Suffix,-en,Synthetic meaning for dike
sareki,sarek,Suffix,-i,Synthetic meaning for sarek
pelaken,pelak,Suffix,-en,Synthetic meaning for pelak
cindei,cinde,Suffix,-i,Synthetic meaning for cinde
kapei,kape,Suffix,-i,Synthetic meaning for kape
ngeleke,ngele,Suffix,-ke,Synthetic meaning for ngele
gupakan,gupak,Suffix,-an,Synthetic meaning for gupak
rawai,rawa,Suffix,-i,Synthetic meaning for rawa
dikeen,dike,Suffix,-en,Synthetic meaning for dike
melakan,melak,Suffix,-an,Synthetic meaning for melak
bajikke,bajik,Suffix,-ke,Synthetic meaning for bajik
dikeen,dike,Suffix,-en,Synthetic meaning for dike
sarekan,sarek,Suffix,-an,Synthetic meaning for sarek
lengaen,lenga,Suffix,-en,Synthetic meaning for lenga
rendoen,rendo,Suffix,-en,Synthetic meaning for rendo
makani,makan,Suffix,-i,Synthetic meaning for makan
tulanan,tulan,Suffix,-an,Synthetic meaning for tulan
geniake,genia,Suffix,-ke,Synthetic meaning for genia
singeke,singe,Suffix,-ke,Synthetic meaning for singe
geniaan,genia,Suffix,-an,Synthetic meaning for genia
gawaien,gawai,Suffix,-en,Synthetic meaning for gawai
bulenke,bulen,Suffix,-ke,Synthetic meaning for bulen
geniaen,genia,Suffix,-en,Synthetic meaning for genia
surenen,suren,Suffix,-en,Synthetic meaning for suren
payoen,payo,Suffix,-en,Synthetic meaning for payo
rawaan,rawa,Suffix,-an,Synthetic meaning for rawa
sului,sulu,Suffix,-i,Synthetic meaning for sulu
ngeleke,ngele,Suffix,-ke,Synthetic meaning for ngele
gawaien,gawai,Suffix,-en,Synthetic meaning for gawai
lenjoke,lenjo,Suffix,-ke,Synthetic meaning for lenjo
kedahi,kedah,Suffix,-i,Synthetic meaning for kedah
serekan,serek,Suffix,-an,Synthetic meaning for serek
bajiki,bajik,Suffix,-i,Synthetic meaning for bajik
lupaki,lupak,Suffix,-i,Synthetic meaning for lupak
makanke,makan,Suffix,-ke,Synthetic meaning for makan
cindeen,cinde,Suffix,-en,Synthetic meaning for cinde
suluen,sulu,Suffix,-en,Synthetic meaning for sulu
pelaki,pelak,Suffix,-i,Synthetic meaning for pelak
bajikke,bajik,Suffix,-ke,Synthetic meaning for bajik
pelakke,pelak,Suffix,-ke,Synthetic meaning for pelak
gawaike,gawai,Suffix,-ke,Synthetic meaning for gawai
binarke,binar,Suffix,-ke,Synthetic meaning for binar
mureen,mure,Suffix,-en,Synthetic meaning for mure
tulanke,tulan,Suffix,-ke,Synthetic meaning for tulan
sareni,saren,Suffix,-i,Synthetic meaning for saren
padean,pade,Suffix,-an,Synthetic meaning for pade
padeke,pade,Suffix,-ke,Synthetic meaning for pade
rendoen,rendo,Suffix,-en,Synthetic meaning for rendo
tenyangan,tenyang,Suffix,-an,Synthetic meaning for tenyang
dikei,dike,Suffix,-i,Synthetic meaning for dike
tenyangi,tenyang,Suffix,-i,Synthetic meaning for tenyang
cindean,cinde,Suffix,-an,Synthetic meaning for cinde
tenyangen,tenyang,Suffix,-en,Synthetic meaning for tenyang
payoke,payo,Suffix,-ke,Synthetic meaning for payo
lekakke,lekak,Suffix,-ke,Synthetic meaning for lekak
bajiki,bajik,Suffix,-i,Synthetic meaning for bajik
kedahke,kedah,Suffix,-ke,Synthetic meaning for kedah
murean,mure,Suffix,-an,Synthetic meaning for mure
dulenan,dulen,Suffix,-an,Synthetic meaning for dulen
tilaki,tilak,Suffix,-i,Synthetic meaning for tilak
lenjoan,lenjo,Suffix,-an,Synthetic meaning for lenjo
pelakke,pelak,Suffix,-ke,Synthetic meaning for pelak
surenen,suren,Suffix,-en,Synthetic meaning for suren
belaian,belai,Suffix,-an,Synthetic meaning for belai
rawake,rawa,Suffix,-ke,Synthetic meaning for rawa
bulei,bule,Suffix,-i,Synthetic meaning for bule
gawaian,gawai,Suffix,-an,Synthetic meaning for gawai
lengai,lenga,Suffix,-i,Synthetic meaning for lenga
mureen,mure,Suffix,-en,Synthetic meaning for mure
suluke,sulu,Suffix,-ke,Synthetic meaning for sulu
gulaike,gulai,Suffix,-ke,Synthetic meaning for gulai
buleen,bule,Suffix,-en,Synthetic meaning for bule
melaken,melak,Suffix,-en,Synthetic meaning for melak
bajiki,bajik,Suffix,-i,Synthetic meaning for bajik
dulenan,dulen,Suffix,-an,Synthetic meaning for dulen
bengoen,bengo,Suffix,-en,Synthetic meaning for bengo
kedahen,kedah,Suffix,-en,Synthetic meaning for kedah
sereki,serek,Suffix,-i,Synthetic meaning for serek
lekakke,lekak,Suffix,-ke,Synthetic meaning for lekak
kemeen,keme,Suffix,-en,Synthetic meaning for keme
bentoan,bento,Suffix,-an,Synthetic meaning for bento
renahke,renah,Suffix,-ke,Synthetic meaning for renah
suluen,sulu,Suffix,-en,Synthetic meaning for sulu
lekakke,lekak,Suffix,-ke,Synthetic meaning for lekak
siraten,sirat,Suffix,-en,Synthetic meaning for sirat
binaran,binar,Suffix,-an,Synthetic meaning for binar
lekaken,lekak,Suffix,-en,Synthetic meaning for lekak
gureni,guren,Suffix,-i,Synthetic meaning for guren
dulenen,dulen,Suffix,-en,Synthetic meaning for dulen
lekakan,lekak,Suffix,-an,Synthetic meaning for lekak
gelenke,gelen,Suffix,-ke,Synthetic meaning for gelen
tandoan,tando,Suffix,-an,Synthetic meaning for tando
sareni,saren,Suffix,-i,Synthetic meaning for saren
kapean,kape,Suffix,-an,Synthetic meaning for kape
gulaian,gulai,Suffix,-an,Synthetic meaning for gulai
makanen,makan,Suffix,-en,Synthetic meaning for makan
singeke,singe,Suffix,-ke,Synthetic meaning for singe
dulenen,dulen,Suffix,-en,Synthetic meaning for dulen
padeen,pade,Suffix,-en,Synthetic meaning for pade
geleni,gelen,Suffix,-i,Synthetic meaning for gelen
dulenen,dulen,Suffix,-en,Synthetic meaning for dulen
geniake,genia,Suffix,-ke,Synthetic meaning for genia
lupakke,lupak,Suffix,-ke,Synthetic meaning for lupak
bulei,bule,Suffix,-i,Synthetic meaning for bule
binarke,binar,Suffix,-ke,Synthetic meaning for binar
lekaken,lekak,Suffix,-en,Synthetic meaning for lekak
pelaki,pelak,Suffix,-i,Synthetic meaning for pelak
melaki,melak,Suffix,-i,Synthetic meaning for melak
bengoan,bengo,Suffix,-an,Synthetic meaning for bengo
lumangke,lumang,Suffix,-ke,Synthetic meaning for lumang
kapeen,kape,Suffix,-en,Synthetic meaning for kape
ulowi,ulow,Suffix,-i,Synthetic meaning for ulow
lupaki,lupak,Suffix,-i,Synthetic meaning for lupak
kedahen,kedah,Suffix,-en,Synthetic meaning for kedah
melakke,melak,Suffix,-ke,Synthetic meaning for melak
gulaike,gulai,Suffix,-ke,Synthetic meaning for gulai
bajiki,bajik,Suffix,-i,Synthetic meaning for bajik
ngeleke,ngele,Suffix,-ke,Synthetic meaning for ngele
mureke,mure,Suffix,-ke,Synthetic meaning for mure
lumangan,lumang,Suffix,-an,Synthetic meaning for lumang
geniaan,genia,Suffix,-an,Synthetic meaning for genia
lumangi,lumang,Suffix,-i,Synthetic meaning for lumang
binaran,binar,Suffix,-an,Synthetic meaning for binar
rendoi,rendo,Suffix,-i,Synthetic meaning for rendo
suluen,sulu,Suffix,-en,Synthetic meaning for sulu
gelenan,gelen,Suffix,-an,Synthetic meaning for gelen
gelenke,gelen,Suffix,-ke,Synthetic meaning for gelen
bengoen,bengo,Suffix,-en,Synthetic meaning for bengo
gulaian,gulai,Suffix,-an,Synthetic meaning for gulai
semakke,semak,Suffix,-ke,Synthetic meaning for semak
belaii,belai,Suffix,-i,Synthetic meaning for belai
gureni,guren,Suffix,-i,Synthetic meaning for guren
belaien,belai,Suffix,-en,Synthetic meaning for belai
rendoan,rendo,Suffix,-an,Synthetic meaning for rendo
sereki,serek,Suffix,-i,Synthetic meaning for serek
lupakke,lupak,Suffix,-ke,Synthetic meaning for lupak
tandoke,tando,Suffix,-ke,Synthetic meaning for tando
pelakan,pelak,Suffix,-an,Synthetic meaning for pelak
sureni,suren,Suffix,-i,Synthetic meaning for suren
tandoi,tando,Suffix,-i,Synthetic meaning for tando
singean,singe,Suffix,-an,Synthetic meaning for singe
lumangke,lumang,Suffix,-ke,Synthetic meaning for lumang
ulowen,ulow,Suffix,-en,Synthetic meaning for ulow
tandoi,tando,Suffix,-i,Synthetic meaning for tando
gelenan,gelen,Suffix,-an,Synthetic meaning for gelen
tilaki,tilak,Suffix,-i,Synthetic meaning for tilak
tenyangan,tenyang,Suffix,-an,Synthetic meaning for tenyang
gupakke,gupak,Suffix,-ke,Synthetic meaning for gupak
sarenen,saren,Suffix,-en,Synthetic meaning for saren
sureni,suren,Suffix,-i,Synthetic meaning for suren
singeen,singe,Suffix,-en,Synthetic meaning for singe
gelenke,gelen,Suffix,-ke,Synthetic meaning for gelen
suluke,sulu,Suffix,-ke,Synthetic meaning for sulu
bentoan,bento,Suffix,-an,Synthetic meaning for bento
padean,pade,Suffix,-an,Synthetic meaning for pade
tulanen,tulan,Suffix,-en,Synthetic meaning for tulan
tulanen,tulan,Suffix,-en,Synthetic meaning for tulan
pelakke,pelak,Suffix,-ke,Synthetic meaning for pelak
belaien,belai,Suffix,-en,Synthetic meaning for belai
sului,sulu,Suffix,-i,Synthetic meaning for sulu
ulowan,ulow,Suffix,-an,Synthetic meaning for ulow
suluen,sulu,Suffix,-en,Synthetic meaning for sulu
kemeen,keme,Suffix,-en,Synthetic meaning for keme
kedahen,kedah,Suffix,-en,Synthetic meaning for kedah
rawaan,rawa,Suffix,-an,Synthetic meaning for rawa
geleni,gelen,Suffix,-i,Synthetic meaning for gelen
serekke,serek,Suffix,-ke,Synthetic meaning for serek
lengaen,lenga,Suffix,-en,Synthetic meaning for lenga
padean,pade,Suffix,-an,Synthetic meaning for pade
geniaan,genia,Suffix,-an,Synthetic meaning for genia
bajiki,bajik,Suffix,-i,Synthetic meaning for bajik
siraten,sirat,Suffix,-en,Synthetic meaning for sirat
lenjoen,lenjo,Suffix,-en,Synthetic meaning for lenjo
lenjoen,lenjo,Suffix,-en,Synthetic meaning for lenjo
belaien,belai,Suffix,-en,Synthetic meaning for belai
kemeke,keme,Suffix,-ke,Synthetic meaning for keme
tenyangan,tenyang,Suffix,-an,Synthetic meaning for tenyang
lumangan,lumang,Suffix,-an,Synthetic meaning for lumang
ulowi,ulow,Suffix,-i,Synthetic meaning for ulow
tandoke,tando,Suffix,-ke,Synthetic meaning for tando
geniaan,genia,Suffix,-an,Synthetic meaning for genia
dulenen,dulen,Suffix,-en,Synthetic meaning for dulen
padeke,pade,Suffix,-ke,Synthetic meaning for pade
semaki,semak,Suffix,-i,Synthetic meaning for semak
duleni,dulen,Suffix,-i,Synthetic meaning for dulen
ulowi,ulow,Suffix,-i,Synthetic meaning for ulow
tandoke,tando,Suffix,-ke,Synthetic meaning for tando
payoen,payo,Suffix,-en,Synthetic meaning for payo
semaken,semak,Suffix,-en,Synthetic meaning for semak
lengake,lenga,Suffix,-ke,Synthetic meaning for lenga
sarekan,sarek,Suffix,-an,Synthetic meaning for sarek
gelenan,gelen,Suffix,-an,Synthetic meaning for gelen
kedahke,kedah,Suffix,-ke,Synthetic meaning for kedah
sarenan,saren,Suffix,-an,Synthetic meaning for saren
buleen,bule,Suffix,-en,Synthetic meaning for bule
sureni,suren,Suffix,-i,Synthetic meaning for suren
bengoan,bengo,Suffix,-an,Synthetic meaning for bengo
cindean,cinde,Suffix,-an,Synthetic meaning for cinde
sureni,suren,Suffix,-i,Synthetic meaning for suren
lenjoke,lenjo,Suffix,-ke,Synthetic meaning for lenjo
gulaian,gulai,Suffix,-an,Synthetic meaning for gulai
buleke,bule,Suffix,-ke,Synthetic meaning for bule
semakke,semak,Suffix,-ke,Synthetic meaning for semak
payoke,payo,Suffix,-ke,Synthetic meaning for payo
dulenen,dulen,Suffix,-en,Synthetic meaning for dulen
kemei,keme,Suffix,-i,Synthetic meaning for keme
lekaki,lekak,Suffix,-i,Synthetic meaning for lekak
cindei,cinde,Suffix,-i,Synthetic meaning for cinde
bulenan,bulen,Suffix,-an,Synthetic meaning for bulen
mureke,mure,Suffix,-ke,Synthetic meaning for mure
mureen,mure,Suffix,-en,Synthetic meaning for mure
padei,pade,Suffix,-i,Synthetic meaning for pade
bengoen,bengo,Suffix,-en,Synthetic meaning for bengo
payoan,payo,Suffix,-an,Synthetic meaning for payo
bulei,bule,Suffix,-i,Synthetic meaning for bule
ulowi,ulow,Suffix,-i,Synthetic meaning for ulow
bengoan,bengo,Suffix,-an,Synthetic meaning for bengo
sareki,sarek,Suffix,-i,Synthetic meaning for sarek
tulani,tulan,Suffix,-i,Synthetic meaning for tulan
tulanan,tulan,Suffix,-an,Synthetic meaning for tulan
bentoi,bento,Suffix,-i,Synthetic meaning for bento
kemean,keme,Suffix,-an,Synthetic meaning for keme
lekaken,lekak,Suffix,-en,Synthetic meaning for lekak
sareken,sarek,Suffix,-en,Synthetic meaning for sarek
ngelean,ngele,Suffix,-an,Synthetic meaning for ngele
pelaken,pelak,Suffix,-en,Synthetic meaning for pelak
gureni,guren,Suffix,-i,Synthetic meaning for guren
kapeen,kape,Suffix,-en,Synthetic meaning for kape
ngelean,ngele,Suffix,-an,Synthetic meaning for ngele
sarekan,sarek,Suffix,-an,Synthetic meaning for sarek
binari,binar,Suffix,-i,Synthetic meaning for binar
gurenen,guren,Suffix,-en,Synthetic meaning for guren
gawaien,gawai,Suffix,-en,Synthetic meaning for gawai
saboan,sabo,Suffix,-an,Synthetic meaning for sabo
gurenke,guren,Suffix,-ke,Synthetic meaning for guren
bentoen,bento,Suffix,-en,Synthetic meaning for bento
sareki,sarek,Suffix,-i,Synthetic meaning for sarek
tabiki,tabik,Suffix,-i,Synthetic meaning for tabik
ngeleen,ngele,Suffix,-en,Synthetic meaning for ngele
kemeke,keme,Suffix,-ke,Synthetic meaning for keme
makanke,makan,Suffix,-ke,Synthetic meaning for makan
singeke,singe,Suffix,-ke,Synthetic meaning for singe
lengai,lenga,Suffix,-i,Synthetic meaning for lenga
kedahan,kedah,Suffix,-an,Synthetic meaning for kedah
gulaii,gulai,Suffix,-i,Synthetic meaning for gulai
renahi,renah,Suffix,-i,Synthetic meaning for renah
gawaii,gawai,Suffix,-i,Synthetic meaning for gawai
cindeke,cinde,Suffix,-ke,Synthetic meaning for cinde
gureni,guren,Suffix,-i,Synthetic meaning for guren
bentoen,bento,Suffix,-en,Synthetic meaning for bento
saboen,sabo,Suffix,-en,Synthetic meaning for sabo
bulei,bule,Suffix,-i,Synthetic meaning for bule
duleni,dulen,Suffix,-i,Synthetic meaning for dulen
dikei,dike,Suffix,-i,Synthetic meaning for dike
dikeke,dike,Suffix,-ke,Synthetic meaning for dike
belaike,belai,Suffix,-ke,Synthetic meaning for belai
bentoke,bento,Suffix,-ke,Synthetic meaning for bento
geniai,genia,Suffix,-i,Synthetic meaning for genia
gurenan,guren,Suffix,-an,Synthetic meaning for guren
rawaan,rawa,Suffix,-an,Synthetic meaning for rawa
gupakke,gupak,Suffix,-ke,Synthetic meaning for gupak
saboan,sabo,Suffix,-an,Synthetic meaning for sabo
lekakan,lekak,Suffix,-an,Synthetic meaning for lekak
lumangi,lumang,Suffix,-i,Synthetic meaning for lumang
rendoan,rendo,Suffix,-an,Synthetic meaning for rendo
tulani,tulan,Suffix,-i,Synthetic meaning for tulan
sarekan,sarek,Suffix,-an,Synthetic meaning for sarek
lekakan,lekak,Suffix,-an,Synthetic meaning for lekak
dulenen,dulen,Suffix,-en,Synthetic meaning for dulen
pelakan,pelak,Suffix,-an,Synthetic meaning for pelak
tandoi,tando,Suffix,-i,Synthetic meaning for tando
kedahke,kedah,Suffix,-ke,Synthetic meaning for kedah
buleen,bule,Suffix,-en,Synthetic meaning for bule
siratke,sirat,Suffix,-ke,Synthetic meaning for sirat
makani,makan,Suffix,-i,Synthetic meaning for makan
suluen,sulu,Suffix,-en,Synthetic meaning for sulu
sarekan,sarek,Suffix,-an,Synthetic meaning for sarek
saboan,sabo,Suffix,-an,Synthetic meaning for sabo
geniaen,genia,Suffix,-en,Synthetic meaning for genia
geniake,genia,Suffix,-ke,Synthetic meaning for genia
makanan,makan,Suffix,-an,Synthetic meaning for makan
singean,singe,Suffix,-an,Synthetic meaning for singe
singeke,singe,Suffix,-ke,Synthetic meaning for singe
gupaki,gupak,Suffix,-i,Synthetic meaning for gupak
binaren,binar,Suffix,-en,Synthetic meaning for binar
singeke,singe,Suffix,-ke,Synthetic meaning for singe
bajikan,bajik,Suffix,-an,Synthetic meaning for bajik
gulaii,gulai,Suffix,-i,Synthetic meaning for gulai
melaki,melak,Suffix,-i,Synthetic meaning for melak
geniaen,genia,Suffix,-en,Synthetic meaning for genia
binaran,binar,Suffix,-an,Synthetic meaning for binar
tilaken,tilak,Suffix,-en,Synthetic meaning for tilak
melaken,melak,Suffix,-en,Synthetic meaning for melak
tenyangan,tenyang,Suffix,-an,Synthetic meaning for tenyang
rawai,rawa,Suffix,-i,Synthetic meaning for rawa
gawaike,gawai,Suffix,-ke,Synthetic meaning for gawai
sarenen,saren,Suffix,-en,Synthetic meaning for saren
rawai,rawa,Suffix,-i,Synthetic meaning for rawa
bajikke,bajik,Suffix,-ke,Synthetic meaning for bajik
makanen,makan,Suffix,-en,Synthetic meaning for makan
tilaken,tilak,Suffix,-en,Synthetic meaning for tilak
binaran,binar,Suffix,-an,Synthetic meaning for binar
tulanke,tulan,Suffix,-ke,Synthetic meaning for tulan
lupaken,lupak,Suffix,-en,Synthetic meaning for lupak
serekan,serek,Suffix,-an,Synthetic meaning for serek
lekaki,lekak,Suffix,-i,Synthetic meaning for lekak
rendoi,rendo,Suffix,-i,Synthetic meaning for rendo
ngelei,ngele,Suffix,-i,Synthetic meaning for ngele
gupakke,gupak,Suffix,-ke,Synthetic meaning for gupak
gurenke,guren,Suffix,-ke,Synthetic meaning for guren
dikean,dike,Suffix,-an,Synthetic meaning for dike
cindeke,cinde,Suffix,-ke,Synthetic meaning for cinde
gurenen,guren,Suffix,-en,Synthetic meaning for guren
makanan,makan,Suffix,-an,Synthetic meaning for makan
ngelei,ngele,Suffix,-i,Synthetic meaning for ngele
gawaike,gawai,Suffix,-ke,Synthetic meaning for gawai
binaren,binar,Suffix,-en,Synthetic meaning for binar
gulaike,gulai,Suffix,-ke,Synthetic meaning for gulai
kedahke,kedah,Suffix,-ke,Synthetic meaning for kedah
rawaen,rawa,Suffix,-en,Synthetic meaning for rawa
lumangi,lumang,Suffix,-i,Synthetic meaning for lumang
gupakke,gupak,Suffix,-ke,Synthetic meaning for gupak
payoke,payo,Suffix,-ke,Synthetic meaning for payo
dulenke,dulen,Suffix,-ke,Synthetic meaning for dulen
duleni,dulen,Suffix,-i,Synthetic meaning for dulen
gupakan,gupak,Suffix,-an,Synthetic meaning for gupak
bulenke,bulen,Suffix,-ke,Synthetic meaning for bulen
sareni,saren,Suffix,-i,Synthetic meaning for saren
surenan,suren,Suffix,-an,Synthetic meaning for suren
belaien,belai,Suffix,-en,Synthetic meaning for belai
lekaki,lekak,Suffix,-i,Synthetic meaning for lekak
saboen,sabo,Suffix,-en,Synthetic meaning for sabo
payoke,payo,Suffix,-ke,Synthetic meaning for payo
lumangan,lumang,Suffix,-an,Synthetic meaning for lumang
suluen,sulu,Suffix,-en,Synthetic meaning for sulu
lengai,lenga,Suffix,-i,Synthetic meaning for lenga
bengoke,bengo,Suffix,-ke,Synthetic meaning for bengo
makanke,makan,Suffix,-ke,Synthetic meaning for makan
belaii,belai,Suffix,-i,Synthetic meaning for belai
singean,singe,Suffix,-an,Synthetic meaning for singe
lenjoi,lenjo,Suffix,-i,Synthetic meaning for lenjo
melaki,melak,Suffix,-i,Synthetic meaning for melak
gupakan,gupak,Suffix,-an,Synthetic meaning for gupak
surenke,suren,Suffix,-ke,Synthetic meaning for suren
lengaan,lenga,Suffix,-an,Synthetic meaning for lenga
surenan,suren,Suffix,-an,Synthetic meaning for suren
lupakan,lupak,Suffix,-an,Synthetic meaning for lupak
kedahi,kedah,Suffix,-i,Synthetic meaning for kedah
semabo,sabo,Infix,-em-,Synthetic meaning for sabo
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
temenyang,tenyang,Infix,-em-,Synthetic meaning for tenyang
demike,dike,Infix,-em-,Synthetic meaning for dike
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
memakan,makan,Infix,-em-,Synthetic meaning for makan
keredah,kedah,Infix,-er-,Synthetic meaning for kedah
lerumang,lumang,Infix,-er-,Synthetic meaning for lumang
seraren,saren,Infix,-er-,Synthetic meaning for saren
pelade,pade,Infix,-el-,Synthetic meaning for pade
kerape,kape,Infix,-er-,Synthetic meaning for kape
selirat,sirat,Infix,-el-,Synthetic meaning for sirat
berento,bento,Infix,-er-,Synthetic meaning for bento
lelekak,lekak,Infix,-el-,Synthetic meaning for lekak
memelak,melak,Infix,-em-,Synthetic meaning for melak
serulu,sulu,Infix,-er-,Synthetic meaning for sulu
uerlow,ulow,Infix,-er-,Synthetic meaning for ulow
sememak,semak,Infix,-em-,Synthetic meaning for semak
memure,mure,Infix,-em-,Synthetic meaning for mure
lelekak,lekak,Infix,-el-,Synthetic meaning for lekak
gerelen,gelen,Infix,-er-,Synthetic meaning for gelen
rerenah,renah,Infix,-er-,Synthetic meaning for renah
pelelak,pelak,Infix,-el-,Synthetic meaning for pelak
cerinde,cinde,Infix,-er-,Synthetic meaning for cinde
perade,pade,Infix,-er-,Synthetic meaning for pade
selinge,singe,Infix,-el-,Synthetic meaning for singe
belule,bule,Infix,-el-,Synthetic meaning for bule
terenyang,tenyang,Infix,-er-,Synthetic meaning for tenyang
gemupak,gupak,Infix,-em-,Synthetic meaning for gupak
lemenjo,lenjo,Infix,-em-,Synthetic meaning for lenjo
derulen,dulen,Infix,-er-,Synthetic meaning for dulen
semulu,sulu,Infix,-em-,Synthetic meaning for sulu
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
lerenjo,lenjo,Infix,-er-,Synthetic meaning for lenjo
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
seluren,suren,Infix,-el-,Synthetic meaning for suren
keledah,kedah,Infix,-el-,Synthetic meaning for kedah
berento,bento,Infix,-er-,Synthetic meaning for bento
delulen,dulen,Infix,-el-,Synthetic meaning for dulen
bemule,bule,Infix,-em-,Synthetic meaning for bule
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
gemelen,gelen,Infix,-em-,Synthetic meaning for gelen
temulan,tulan,Infix,-em-,Synthetic meaning for tulan
gemenia,genia,Infix,-em-,Synthetic meaning for genia
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
semabo,sabo,Infix,-em-,Synthetic meaning for sabo
bemengo,bengo,Infix,-em-,Synthetic meaning for bengo
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
demike,dike,Infix,-em-,Synthetic meaning for dike
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
selemak,semak,Infix,-el-,Synthetic meaning for semak
terando,tando,Infix,-er-,Synthetic meaning for tando
terando,tando,Infix,-er-,Synthetic meaning for tando
uemlow,ulow,Infix,-em-,Synthetic meaning for ulow
temulan,tulan,Infix,-em-,Synthetic meaning for tulan
cerinde,cinde,Infix,-er-,Synthetic meaning for cinde
uerlow,ulow,Infix,-er-,Synthetic meaning for ulow
kemedah,kedah,Infix,-em-,Synthetic meaning for kedah
selulu,sulu,Infix,-el-,Synthetic meaning for sulu
telenyang,tenyang,Infix,-el-,Synthetic meaning for tenyang
lelekak,lekak,Infix,-el-,Synthetic meaning for lekak
selemak,semak,Infix,-el-,Synthetic meaning for semak
derulen,dulen,Infix,-er-,Synthetic meaning for dulen
telando,tando,Infix,-el-,Synthetic meaning for tando
selemak,semak,Infix,-el-,Synthetic meaning for semak
geluren,guren,Infix,-el-,Synthetic meaning for guren
lerumang,lumang,Infix,-er-,Synthetic meaning for lumang
bemajik,bajik,Infix,-em-,Synthetic meaning for bajik
selirat,sirat,Infix,-el-,Synthetic meaning for sirat
lerenjo,lenjo,Infix,-er-,Synthetic meaning for lenjo
gerenia,genia,Infix,-er-,Synthetic meaning for genia
remendo,rendo,Infix,-em-,Synthetic meaning for rendo
serabo,sabo,Infix,-er-,Synthetic meaning for sabo
gelupak,gupak,Infix,-el-,Synthetic meaning for gupak
bemulen,bulen,Infix,-em-,Synthetic meaning for bulen
bemengo,bengo,Infix,-em-,Synthetic meaning for bengo
merakan,makan,Infix,-er-,Synthetic meaning for makan
remenah,renah,Infix,-em-,Synthetic meaning for renah
semarek,sarek,Infix,-em-,Synthetic meaning for sarek
pemelak,pelak,Infix,-em-,Synthetic meaning for pelak
kereme,keme,Infix,-er-,Synthetic meaning for keme
bemento,bento,Infix,-em-,Synthetic meaning for bento
rerendo,rendo,Infix,-er-,Synthetic meaning for rendo
berule,bule,Infix,-er-,Synthetic meaning for bule
seraren,saren,Infix,-er-,Synthetic meaning for saren
rerawa,rawa,Infix,-er-,Synthetic meaning for rawa
selaren,saren,Infix,-el-,Synthetic meaning for saren
temabik,tabik,Infix,-em-,Synthetic meaning for tabik
selirat,sirat,Infix,-el-,Synthetic meaning for sirat
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
gemelen,gelen,Infix,-em-,Synthetic meaning for gelen
perelak,pelak,Infix,-er-,Synthetic meaning for pelak
gemupak,gupak,Infix,-em-,Synthetic meaning for gupak
kereme,keme,Infix,-er-,Synthetic meaning for keme
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
merakan,makan,Infix,-er-,Synthetic meaning for makan
selarek,sarek,Infix,-el-,Synthetic meaning for sarek
gemenia,genia,Infix,-em-,Synthetic meaning for genia
melakan,makan,Infix,-el-,Synthetic meaning for makan
pemayo,payo,Infix,-em-,Synthetic meaning for payo
gemulai,gulai,Infix,-em-,Synthetic meaning for gulai
relenah,renah,Infix,-el-,Synthetic meaning for renah
belule,bule,Infix,-el-,Synthetic meaning for bule
bemule,bule,Infix,-em-,Synthetic meaning for bule
